vehicle_id,image_file,source_image,x_center,y_center,width,height,theta_deg,class_id
002_0025,002_0025.jpg,2.png,63.500288,688.499712,18.249728,8.999936,2.9386816,10
002_0026,002_0026.jpg,2.png,323.749888,978.750464,10.000384,20.750336,56.637833,10
002_0027,002_0027.jpg,2.png,117.74976,700.749824,21.250048,9.749504,60.70939,10
002_0028,002_0028.jpg,2.png,456.75008,773.499904,20.50048,9.499648,30.923536,10
002_0029,002_0029.jpg,2.png,481.750016,788.50048,22.250496,9.249792,27.170782,10
002_0030,002_0030.jpg,2.png,17.750016,773.999616,20.50048,9.499648,0.908888,10
002_0031,002_0031.jpg,2.png,337.50016,701.750272,21.250048,8.75008,30.5057,10
002_0032,002_0032.jpg,2.png,49.000448,398.249984,22.500352,9.749504,29.240595,10
002_0033,002_0033.jpg,2.png,135.24992,678.250496,19.00032,8.999936,57.405483,10
002_0034,002_0034.jpg,2.png,71.999488,676.50048,20.2496,9.249792,-0.070815675,10
002_0035,002_0035.jpg,2.png,11.7504,373.999616,25.249792,11.249664,29.505295,10
002_0036,002_0036.jpg,2.png,304.499712,965.74976,10.000384,21.499904,54.97035,10
002_0037,002_0037.jpg,2.png,12.250112,785.999872,19.999744,10.25024,1.0204947,10
002_0038,002_0038.jpg,2.png,116.50048,698.500096,16.249856,8.999936,60.80897,10
002_0039,002_0039.jpg,2.png,697.249792,779.249664,21.999616,9.249792,30.766718,10
002_0040,002_0040.jpg,2.png,384.749568,730.749952,17.750016,8.999936,29.17107,10
002_0041,002_0041.jpg,2.png,353.750016,996.750336,10.000384,19.749888,52.971222,10
002_0042,002_0042.jpg,2.png,828.749824,727.749632,9.249792,20.2496,30.529305,10
002_0043,002_0043.jpg,2.png,71.999488,676.750336,9.749504,20.750336,89.41378,10
002_0044,002_0044.jpg,2.png,316.250112,689.000448,20.50048,8.75008,31.180058,10
002_0045,002_0045.jpg,2.png,7.24992,797.500416,14.49984,8.999936,1.5172774,10
002_0046,002_0046.jpg,2.png,286.749696,1019.49952,9.499648,17.999872,11.07247,10
002_0047,002_0047.jpg,2.png,504.250368,800.499712,20.50048,8.500224,30.604134,10
002_0048,002_0048.jpg,2.png,269.500416,661.74976,23.000064,10.25024,30.665308,10
002_0049,002_0049.jpg,2.png,257.999872,643.00032,9.249792,20.50048,0.8456683,10
002_0050,002_0050.jpg,2.png,511.500288,669.750272,21.499904,9.249792,32.113094,10
002_0051,002_0051.jpg,2.png,294.500352,676.2496,21.250048,8.75008,33.356007,10
002_0052,002_0052.jpg,2.png,23.24992,535.000064,17.50016,8.500224,30.568148,10
002_0053,002_0053.jpg,2.png,553.249792,828.99968,21.250048,8.999936,30.015265,10
002_0054,002_0054.jpg,2.png,1.999872,581.000192,8.250368,16.0,38.340927,10
002_0055,002_0055.jpg,2.png,113.50016,590.249984,23.24992,9.749504,30.159433,10
002_0056,002_0056.jpg,2.png,528.749568,814.999552,24.250368,10.000384,32.41355,10
002_0057,002_0057.jpg,2.png,395.875328,1022.125056,25.751552,10.000384,-36.313644,10
002_0058,002_0058.jpg,2.png,296.500224,1025.50016,22.361088,10.000384,100.30485,10
002_0059,002_0059.jpg,2.png,482.1248,984.500224,46.795776,12.000256,96.4416,9
003_0000,003_0000.jpg,3.png,785.000448,798.249984,10.500096,21.999616,4.2749047,10
003_0001,003_0001.jpg,3.png,587.249664,92.499968,22.500352,10.25024,43.364857,10
003_0002,003_0002.jpg,3.png,577.750016,101.250048,21.999616,10.25024,41.392395,10
003_0003,003_0003.jpg,3.png,573.750272,193.750016,10.000384,21.74976,39.755493,10
003_0004,003_0004.jpg,3.png,618.749952,57.249792,20.50048,9.749504,44.602264,10
003_0005,003_0005.jpg,3.png,586.999808,126.49984,20.50048,8.999936,45.513332,10
003_0006,003_0006.jpg,3.png,627.00032,49.250304,20.50048,9.749504,42.583485,10
003_0007,003_0007.jpg,3.png,569.499648,109.750272,20.2496,9.499648,43.826424,10
003_0008,003_0008.jpg,3.png,684.250112,27.49952,22.250496,10.000384,43.67806,10
003_0009,003_0009.jpg,3.png,266.25024,904.999936,24.250368,10.999808,32.019173,10
003_0010,003_0010.jpg,3.png,773.74976,752.499712,10.25024,21.250048,34.71607,10
003_0011,003_0011.jpg,3.png,690.499584,17.999872,17.999872,8.75008,44.087017,10
003_0012,003_0012.jpg,3.png,629.499904,84.50048,21.000192,9.249792,46.678364,10
003_0013,003_0013.jpg,3.png,654.49984,57.249792,18.499584,9.249792,42.46178,10
003_0014,003_0014.jpg,3.png,709.499904,814.000128,22.750208,10.25024,33.570564,10
003_0015,003_0015.jpg,3.png,645.999616,66.249728,23.000064,10.500096,42.34724,10
003_0016,003_0016.jpg,3.png,605.249536,110.249984,21.999616,8.999936,44.506622,10
003_0017,003_0017.jpg,3.png,698.000384,8.999936,19.00032,9.499648,42.743332,10
003_0018,003_0018.jpg,3.png,659.00032,19.999744,21.499904,9.499648,45.264732,10
003_0019,003_0019.jpg,3.png,676.50048,36.2496,20.2496,9.499648,42.694736,10
003_0020,003_0020.jpg,3.png,667.249664,44.749824,21.250048,9.749504,45.789425,10
003_0021,003_0021.jpg,3.png,262.750208,785.250304,9.749504,21.499904,41.103176,10
003_0022,003_0022.jpg,3.png,686.249984,848.749568,20.50048,9.749504,31.975754,10
003_0023,003_0023.jpg,3.png,650.500096,27.49952,21.499904,8.999936,44.254784,10
003_0024,003_0024.jpg,3.png,603.249664,76.000256,21.000192,8.75008,44.2975,10
003_0025,003_0025.jpg,3.png,44.499968,804.750336,21.74976,10.500096,30.15466,10
003_0026,003_0026.jpg,3.png,668.499968,657.750016,10.25024,21.999616,35.200264,10
003_0027,003_0027.jpg,3.png,728.000512,786.750464,21.499904,9.749504,32.046906,10
003_0028,003_0028.jpg,3.png,610.750464,67.250176,21.999616,10.000384,42.82831,10
003_0029,003_0029.jpg,3.png,756.2496,743.000064,22.250496,10.749952,36.26401,10
003_0030,003_0030.jpg,3.png,613.499904,102.500352,21.499904,9.749504,44.71494,10
003_0031,003_0031.jpg,3.png,79.250432,926.000128,22.500352,10.000384,29.411528,10
003_0032,003_0032.jpg,3.png,637.249536,40.75008,21.250048,10.000384,42.210693,10
003_0033,003_0033.jpg,3.png,282.000384,766.000128,8.500224,21.250048,40.80117,10
003_0034,003_0034.jpg,3.png,676.2496,2.750464,15.750144,8.500224,45.215668,10
003_0035,003_0035.jpg,3.png,797.249536,804.750336,10.000384,20.750336,0.5284542,10
003_0036,003_0036.jpg,3.png,695.499776,910.999552,18.499584,9.249792,29.44632,10
003_0037,003_0037.jpg,3.png,771.250176,868.750336,9.499648,19.500032,27.139824,10
003_0038,003_0038.jpg,3.png,392.500224,652.250112,9.499648,20.50048,44.4008,10
003_0039,003_0039.jpg,3.png,593.000448,578.499584,24.000512,10.999808,46.032543,10
003_0040,003_0040.jpg,3.png,126.749696,864.499712,22.500352,10.000384,30.222803,10
003_0041,003_0041.jpg,3.png,31.250432,896.499712,21.000192,8.999936,31.807875,10
003_0042,003_0042.jpg,3.png,55.749632,911.250432,22.250496,10.000384,31.051712,10
003_0043,003_0043.jpg,3.png,362.000384,704.249856,21.999616,8.999936,44.123184,10
003_0044,003_0044.jpg,3.png,215.24992,1006.999552,21.999616,9.749504,29.793945,10
003_0045,003_0045.jpg,3.png,114.750464,815.750144,23.499776,10.999808,31.12074,10
003_0046,003_0046.jpg,3.png,651.49952,640.749568,9.249792,20.750336,35.983,10
003_0047,003_0047.jpg,3.png,729.499648,604.250112,10.000384,21.250048,44.738384,10
003_0048,003_0048.jpg,3.png,7.999488,884.50048,20.750336,9.499648,20.270302,10
003_0049,003_0049.jpg,3.png,710.250496,1.50016,12.000256,8.75008,43.028137,10
003_0050,003_0050.jpg,3.png,706.499584,889.749504,21.999616,9.749504,26.42294,10
003_0051,003_0051.jpg,3.png,494.999552,675.999744,8.500224,16.249856,67.84686,10
003_0052,003_0052.jpg,3.png,701.750272,900.750336,20.2496,9.499648,27.173313,10
003_0053,003_0053.jpg,3.png,821.74976,988.250112,8.500224,20.2496,44.660557,10
003_0054,003_0054.jpg,3.png,693.999616,835.749888,22.750208,10.25024,31.810232,10
003_0055,003_0055.jpg,3.png,915.250176,494.000128,18.750464,9.249792,68.3177,10
003_0056,003_0056.jpg,3.png,834.249728,940.99968,21.999616,10.000384,30.494354,10
003_0057,003_0057.jpg,3.png,430.749696,797.750272,7.749632,15.500288,44.716427,10
003_0058,003_0058.jpg,3.png,702.249984,810.25024,6.500352,9.749504,1.2892306,10
003_0059,003_0059.jpg,3.png,238.49984,1020.499968,20.50048,9.249792,29.959394,10
003_0060,003_0060.jpg,3.png,616.75008,168.75008,13.750272,7.000064,45.42813,10
003_0061,003_0061.jpg,3.png,583.999488,627.00032,10.25024,24.000512,45.61606,10
003_0062,003_0062.jpg,3.png,915.250176,844.499968,18.499584,8.999936,30.881945,10
003_0063,003_0063.jpg,3.png,833.000448,881.999872,18.249728,8.250368,25.671862,10
003_0064,003_0064.jpg,3.png,828.000256,951.499776,19.749888,7.999488,23.994188,10
004_0000,004_0000.jpg,4.png,73.749504,349.249536,21.499904,10.25024,29.979437,10
004_0001,004_0001.jpg,4.png,217.249792,856.000512,10.999808,21.999616,31.497238,10
004_0002,004_0002.jpg,4.png,976.499712,866.499584,9.749504,21.74976,54.790554,10
004_0003,004_0003.jpg,4.png,15.250432,758.500352,9.749504,21.250048,28.40108,10
004_0004,004_0004.jpg,4.png,917.250048,146.249728,9.749504,21.499904,30.29333,10
004_0005,004_0005.jpg,4.png,956.000256,737.000448,19.500032,8.75008,4.555823,10
004_0006,004_0006.jpg,4.png,8.75008,722.750464,9.249792,19.999744,32.39084,10
004_0007,004_0007.jpg,4.png,1008.749568,750.49984,21.999616,10.000384,61.8188,10
004_0008,004_0008.jpg,4.png,20.2496,727.24992,10.749952,20.750336,33.562164,10
004_0009,004_0009.jpg,4.png,238.49984,99.250176,20.750336,10.000384,31.500076,10
004_0010,004_0010.jpg,4.png,324.750336,474.749952,21.999616,9.749504,29.081991,10
004_0011,004_0011.jpg,4.png,12.749824,853.499904,10.000384,21.000192,42.661747,10
004_0012,004_0012.jpg,4.png,227.500032,861.750272,10.749952,22.750208,30.088871,10
004_0013,004_0013.jpg,4.png,904.250368,168.75008,9.249792,19.749888,29.270313,10
004_0014,004_0014.jpg,4.png,357.000192,930.499584,19.500032,10.000384,43.026047,10
004_0015,004_0015.jpg,4.png,366.49984,923.49952,21.999616,9.749504,41.62704,10
004_0016,004_0016.jpg,4.png,328.500224,464.749568,21.000192,10.25024,29.292307,10
004_0017,004_0017.jpg,4.png,30.249984,734.749696,10.500096,20.750336,31.87634,10
004_0018,004_0018.jpg,4.png,154.749952,818.499584,10.749952,23.499776,36.853737,10
004_0019,004_0019.jpg,4.png,984.999936,689.250304,18.249728,8.500224,3.0297694,10
004_0020,004_0020.jpg,4.png,276.750336,828.499968,10.500096,23.499776,31.23663,10
004_0021,004_0021.jpg,4.png,319.250432,848.499712,10.25024,22.250496,32.75469,10
004_0022,004_0022.jpg,4.png,215.24992,85.250048,22.250496,10.25024,29.75915,10
004_0023,004_0023.jpg,4.png,9.749504,888.75008,21.250048,10.000384,47.616974,10
004_0024,004_0024.jpg,4.png,10.500096,309.499904,21.499904,10.25024,32.235413,10
004_0025,004_0025.jpg,4.png,122.749952,800.499712,10.000384,21.999616,32.749462,10
004_0026,004_0026.jpg,4.png,170.000384,791.499776,22.500352,10.000384,31.918114,10
004_0027,004_0027.jpg,4.png,266.999808,886.750208,9.499648,21.999616,26.76939,10
004_0028,004_0028.jpg,4.png,1014.250496,895.750144,10.500096,21.999616,20.514719,10
004_0029,004_0029.jpg,4.png,374.500352,916.50048,19.500032,9.749504,37.92445,10
004_0030,004_0030.jpg,4.png,995.250176,776.250368,21.250048,9.749504,58.855156,10
004_0031,004_0031.jpg,4.png,309.250048,451.999744,21.999616,10.500096,34.39828,10
004_0032,004_0032.jpg,4.png,40.250368,742.750208,9.749504,20.50048,35.83964,10
004_0033,004_0033.jpg,4.png,315.49952,483.999744,19.00032,9.499648,30.996439,10
004_0034,004_0034.jpg,4.png,165.499904,824.75008,10.749952,20.750336,33.629707,10
004_0035,004_0035.jpg,4.png,298.999808,834.750464,10.25024,22.500352,30.465334,10
004_0036,004_0036.jpg,4.png,245.499904,338.499584,9.249792,20.750336,28.584145,10
004_0037,004_0037.jpg,4.png,780.250112,864.249856,9.499648,21.000192,27.23161,10
004_0038,004_0038.jpg,4.png,186.25024,835.500032,10.25024,21.000192,33.485466,10
004_0039,004_0039.jpg,4.png,790.500352,870.500352,8.999936,19.500032,26.727037,10
004_0040,004_0040.jpg,4.png,5.999616,751.500288,10.000384,20.2496,29.864775,10
004_0041,004_0041.jpg,4.png,79.500288,4.50048,22.750208,10.25024,28.227068,10
004_0042,004_0042.jpg,4.png,328.75008,853.74976,10.000384,20.750336,32.547344,10
004_0043,004_0043.jpg,4.png,257.000448,881.250304,10.25024,21.250048,33.01512,10
004_0044,004_0044.jpg,4.png,381.500416,970.000384,8.999936,18.499584,43.135468,10
004_0045,004_0045.jpg,4.png,852.2496,906.000384,9.249792,20.2496,32.34139,10
004_0046,004_0046.jpg,4.png,278.250496,891.7504,9.749504,20.2496,31.021006,10
004_0047,004_0047.jpg,4.png,298.749952,487.499776,19.250176,10.000384,31.005655,10
004_0048,004_0048.jpg,4.png,25.249792,792.75008,21.000192,9.499648,47.031773,10
004_0049,004_0049.jpg,4.png,883.999744,870.750208,10.000384,21.000192,26.79465,10
004_0050,004_0050.jpg,4.png,194.499584,842.000384,10.000384,21.74976,35.237823,10
004_0051,004_0051.jpg,4.png,842.25024,899.749888,10.000384,20.750336,33.84443,10
004_0052,004_0052.jpg,4.png,939.249664,774.500352,19.500032,8.250368,0.6741679,10
004_0053,004_0053.jpg,4.png,206.49984,781.500416,10.25024,22.250496,33.18264,10
004_0054,004_0054.jpg,4.png,236.99968,867.999744,10.25024,21.999616,33.309547,10
004_0055,004_0055.jpg,4.png,35.500032,817.250304,10.25024,21.999616,3.2922292,10
004_0056,004_0056.jpg,4.png,204.99968,849.750016,9.749504,20.50048,29.720774,10
004_0057,004_0057.jpg,4.png,111.250432,792.75008,10.000384,23.000064,34.832195,10
004_0058,004_0058.jpg,4.png,259.250176,811.49952,9.749504,21.250048,30.46183,10
004_0059,004_0059.jpg,4.png,2.249728,898.750464,17.000448,9.499648,47.92515,10
004_0060,004_0060.jpg,4.png,297.749504,904.250368,9.499648,19.999744,31.306656,10
004_0061,004_0061.jpg,4.png,226.499584,794.749952,10.500096,21.74976,29.269907,10
004_0062,004_0062.jpg,4.png,247.24992,874.500096,9.249792,19.999744,33.034332,10
004_0063,004_0063.jpg,4.png,970.25024,398.000128,21.999616,9.499648,30.602114,10
004_0064,004_0064.jpg,4.png,21.250048,661.250048,9.249792,19.500032,33.402744,10
004_0065,004_0065.jpg,4.png,28.749824,871.000064,20.750336,9.499648,46.522,10
004_0066,004_0066.jpg,4.png,236.499968,800.499712,10.749952,20.50048,30.208023,10
004_0067,004_0067.jpg,4.png,209.750016,940.000256,8.75008,19.500032,28.841845,10
004_0068,004_0068.jpg,4.png,986.25024,783.750144,20.2496,8.75008,63.9734,10
004_0069,004_0069.jpg,4.png,371.500032,349.500416,9.249792,21.499904,44.284428,10
004_0070,004_0070.jpg,4.png,259.00032,316.749824,10.000384,21.999616,26.124147,10
004_0071,004_0071.jpg,4.png,186.749952,887.000064,21.250048,10.000384,29.672508,10
004_0072,004_0072.jpg,4.png,648.500224,253.500416,20.50048,9.749504,31.801493,10
004_0073,004_0073.jpg,4.png,380.99968,383.750144,19.00032,8.999936,26.423084,10
004_0074,004_0074.jpg,4.png,24.999936,760.75008,8.75008,17.50016,28.620779,10
004_0075,004_0075.jpg,4.png,494.749696,956.749824,10.000384,20.2496,30.248444,10
004_0076,004_0076.jpg,4.png,355.749888,412.499968,20.50048,9.499648,32.990982,10
004_0077,004_0077.jpg,4.png,216.250368,788.2496,10.25024,23.000064,30.472458,10
004_0078,004_0078.jpg,4.png,309.74976,840.999936,9.749504,21.000192,30.383049,10
004_0079,004_0079.jpg,4.png,175.500288,830.999552,10.25024,21.000192,31.260866,10
004_0080,004_0080.jpg,4.png,49.250304,748.499968,9.749504,20.50048,32.01511,10
004_0081,004_0081.jpg,4.png,102.250496,787.00032,10.000384,20.2496,38.462765,10
004_0082,004_0082.jpg,4.png,20.50048,879.500288,21.999616,9.749504,45.997063,10
004_0083,004_0083.jpg,4.png,993.250304,677.000192,9.499648,20.2496,89.857086,10
004_0084,004_0084.jpg,4.png,235.249664,916.2496,21.000192,9.749504,31.13661,10
004_0085,004_0085.jpg,4.png,993.250304,676.750336,19.999744,8.75008,-0.22174893,10
004_0086,004_0086.jpg,4.png,526.999552,808.75008,9.249792,20.750336,29.935457,10
004_0087,004_0087.jpg,4.png,925.500416,797.750272,19.749888,8.75008,1.7261784,10
004_0088,004_0088.jpg,4.png,165.74976,873.249792,21.250048,9.749504,31.992502,10
004_0089,004_0089.jpg,4.png,759.000064,851.250176,8.75008,19.250176,31.772789,10
004_0090,004_0090.jpg,4.png,933.74976,785.999872,19.250176,9.249792,1.6409324,10
004_0091,004_0091.jpg,4.png,261.499904,112.0,22.500352,9.749504,30.708036,10
004_0092,004_0092.jpg,4.png,340.750336,858.999808,10.000384,20.2496,30.909836,10
004_0093,004_0093.jpg,4.png,75.7504,405.000192,10.500096,25.249792,50.53287,9
004_0094,004_0094.jpg,4.png,217.749504,387.500032,10.749952,22.750208,29.318,10
004_0095,004_0095.jpg,4.png,35.00032,769.999872,10.25024,22.250496,28.162905,10
004_0096,004_0096.jpg,4.png,269.249536,818.499584,10.999808,23.24992,30.039091,10
004_0097,004_0097.jpg,4.png,921.499648,797.750272,12.499968,8.999936,1.9695783,10
004_0098,004_0098.jpg,4.png,325.250048,202.749952,8.500224,21.250048,28.589884,10
004_0099,004_0099.jpg,4.png,30.749696,667.249664,8.500224,17.750016,32.141457,10
004_0100,004_0100.jpg,4.png,271.750144,295.749632,8.999936,20.50048,28.598383,10
004_0101,004_0101.jpg,4.png,726.250496,300.000256,21.000192,9.749504,31.276648,10
004_0102,004_0102.jpg,4.png,933.250048,373.999616,24.999936,10.999808,29.65028,10
004_0103,004_0103.jpg,4.png,287.250432,898.249728,9.249792,18.249728,31.101028,10
004_0104,004_0104.jpg,4.png,283.7504,504.999936,21.74976,10.000384,30.169819,10
004_0105,004_0105.jpg,4.png,349.249536,868.50048,8.75008,14.749696,31.27158,10
004_0106,004_0106.jpg,4.png,135.000064,805.000192,10.749952,22.500352,32.310966,10
004_0107,004_0107.jpg,4.png,38.750208,676.750336,9.249792,16.749568,34.21305,10
004_0108,004_0108.jpg,4.png,821.74976,66.499584,9.249792,20.50048,44.803875,10
004_0109,004_0109.jpg,4.png,379.7504,359.749632,9.249792,20.2496,51.303944,10
004_0110,004_0110.jpg,4.png,183.24992,773.250048,8.75008,17.000448,30.090137,10
004_0111,004_0111.jpg,4.png,741.74976,460.499968,7.999488,19.749888,30.962482,10
004_0112,004_0112.jpg,4.png,834.249728,19.500032,22.250496,10.500096,30.496298,10
004_0113,004_0113.jpg,4.png,195.250176,776.75008,8.999936,17.250304,28.695215,10
004_0114,004_0114.jpg,4.png,923.249664,582.250496,7.999488,18.750464,36.800026,10
004_0115,004_0115.jpg,4.png,27.7504,673.50016,7.999488,5.250048,4.7046914,10
004_0116,004_0116.jpg,4.png,282.500096,123.7504,23.499776,9.249792,29.94039,10
004_0117,004_0117.jpg,4.png,10.999808,654.749696,8.500224,17.50016,32.272762,10
004_0118,004_0118.jpg,4.png,897.750016,371.749888,20.2496,8.250368,29.74739,10
004_0119,004_0119.jpg,4.png,208.749568,909.249536,16.499712,7.749632,33.806652,10
004_0120,004_0120.jpg,4.png,944.749568,535.24992,17.50016,8.250368,31.069996,10
004_0121,004_0121.jpg,4.png,145.000448,812.250112,8.75008,16.749568,31.793411,10
004_0122,004_0122.jpg,4.png,828.000256,29.750272,20.2496,8.75008,24.175972,10
004_0123,004_0123.jpg,4.png,0.499712,712.75008,8.250368,14.49984,35.25682,10
004_0124,004_0124.jpg,4.png,790.750208,806.750208,8.999936,18.499584,27.09001,10
004_0125,004_0125.jpg,4.png,930.750464,122.000384,9.499648,20.750336,30.99082,10
004_0126,004_0126.jpg,4.png,306.750464,139.249664,20.750336,8.500224,31.850056,10
004_0127,004_0127.jpg,4.png,1.250304,652.000256,6.500352,10.749952,33.197723,10
004_0128,004_0128.jpg,4.png,363.7504,402.750464,13.500416,8.250368,28.6732,10
005_0000,005_0000.jpg,5.png,611.749888,736.499712,22.750208,10.749952,62.724808,10
005_0001,005_0001.jpg,5.png,593.750016,745.499648,22.500352,10.25024,67.543396,10
005_0002,005_0002.jpg,5.png,842.999808,616.500224,21.999616,10.000384,71.996605,10
005_0003,005_0003.jpg,5.png,14.749696,44.749824,19.454976,10.000384,-25.906507,10
005_0004,005_0004.jpg,5.png,670.49984,943.875072,17.608704,10.000384,-128.6598,10
006_0000,006_0000.jpg,6.png,510.249984,657.750016,9.499648,21.000192,48.54782,10
006_0001,006_0001.jpg,6.png,644.750336,66.499584,21.499904,10.25024,17.006214,10
006_0002,006_0002.jpg,6.png,662.750208,46.000128,21.499904,10.749952,22.203438,10
006_0003,006_0003.jpg,6.png,995.500032,349.249536,21.000192,9.749504,30.477388,10
006_0004,006_0004.jpg,6.png,686.999552,15.250432,20.2496,10.500096,14.476718,10
006_0005,006_0005.jpg,6.png,677.74976,24.999936,23.000064,10.25024,20.358685,10
006_0006,006_0006.jpg,6.png,563.00032,607.500288,10.500096,21.74976,46.234962,10
006_0007,006_0007.jpg,6.png,430.000128,7.24992,10.25024,21.499904,37.524574,10
006_0008,006_0008.jpg,6.png,545.50016,625.50016,9.249792,20.750336,48.521492,10
006_0009,006_0009.jpg,6.png,453.499904,54.750208,9.249792,18.750464,35.638645,10
006_0010,006_0010.jpg,6.png,936.75008,758.250496,9.499648,21.000192,28.096392,10
006_0011,006_0011.jpg,6.png,887.000064,895.750144,10.500096,22.250496,44.687782,10
006_0012,006_0012.jpg,6.png,411.249664,898.750464,21.000192,10.25024,35.010895,10
006_0013,006_0013.jpg,6.png,489.249792,677.250048,10.500096,22.750208,46.489902,10
006_0014,006_0014.jpg,6.png,869.000192,714.25024,9.749504,21.000192,31.398586,10
006_0015,006_0015.jpg,6.png,766.000128,1013.000192,16.749568,8.500224,34.340065,10
006_0016,006_0016.jpg,6.png,941.500416,727.24992,10.25024,20.50048,34.015377,10
006_0017,006_0017.jpg,6.png,640.499712,77.500416,21.499904,10.000384,14.3937845,10
006_0018,006_0018.jpg,6.png,525.500416,494.749696,21.000192,10.25024,36.962757,10
006_0019,006_0019.jpg,6.png,917.250048,743.24992,9.749504,21.000192,31.278234,10
006_0020,006_0020.jpg,6.png,90.999808,441.749504,22.500352,10.000384,34.50939,10
006_0021,006_0021.jpg,6.png,848.749568,702.49984,11.249664,22.500352,28.511404,10
006_0022,006_0022.jpg,6.png,836.50048,898.499584,20.750336,9.749504,32.126335,10
006_0023,006_0023.jpg,6.png,472.999936,692.750336,9.499648,20.50048,46.767467,10
006_0024,006_0024.jpg,6.png,402.249728,743.000064,9.499648,19.999744,50.012478,10
006_0025,006_0025.jpg,6.png,934.250496,853.499904,10.000384,20.50048,43.5311,10
006_0026,006_0026.jpg,6.png,859.249664,707.999744,9.749504,20.750336,31.641048,10
006_0027,006_0027.jpg,6.png,864.749568,676.50048,10.500096,22.750208,33.793465,10
006_0028,006_0028.jpg,6.png,884.750336,691.00032,10.749952,21.250048,29.830166,10
006_0029,006_0029.jpg,6.png,931.250176,888.75008,21.250048,9.749504,46.93518,10
006_0030,006_0030.jpg,6.png,796.99968,960.249856,20.2496,8.75008,36.256676,10
